 SIZE: 1000  CLOCK:  5284886117835938 SIZE:  1  CLOCK:  5284886117836486 SIZE:  2000  CLOCK:  5284886117836698
 SIZE: 1000  CLOCK:  5284886117839062 SIZE:  1  CLOCK:  5284886117839510 SIZE:  2000  CLOCK:  5284886117839718
 SIZE: 1000  CLOCK:  5284886117852042 SIZE:  1  CLOCK:  5284886117852438 SIZE:  2000  CLOCK:  5284886117852654
 SIZE: 1000  CLOCK:  5284886117856690 SIZE:  1  CLOCK:  5284886117857102 SIZE:  2000  CLOCK:  5284886117857298
 SIZE: 1000  CLOCK:  5284886117859622 SIZE:  1  CLOCK:  5284886117860090 SIZE:  2000  CLOCK:  5284886117860310
 SIZE: 1000  CLOCK:  5284886117876506 SIZE:  1  CLOCK:  5284886117876882 SIZE:  2000  CLOCK:  5284886117877098
 SIZE: 1000  CLOCK:  5284886117880866 SIZE:  1  CLOCK:  5284886117881166 SIZE:  2000  CLOCK:  5284886117881378
 SIZE: 1000  CLOCK:  5284886117883738 SIZE:  1  CLOCK:  5284886117884162 SIZE:  2000  CLOCK:  5284886117884366
 SIZE: 1000  CLOCK:  5284886117933802 SIZE:  1  CLOCK:  5284886117934122 SIZE:  2000  CLOCK:  5284886117934342
 SIZE: 1000  CLOCK:  5284886117938126 SIZE:  1  CLOCK:  5284886117938678 SIZE:  2000  CLOCK:  5284886117938890
 SIZE: 1000  CLOCK:  5284886117941318 SIZE:  1  CLOCK:  5284886117941786 SIZE:  2000  CLOCK:  5284886117941998
 SIZE: 1000  CLOCK:  5284886117954074 SIZE:  1  CLOCK:  5284886117954414 SIZE:  2000  CLOCK:  5284886117954634
 SIZE: 1000  CLOCK:  5284886117958434 SIZE:  1  CLOCK:  5284886117958806 SIZE:  2000  CLOCK:  5284886117959018
 SIZE: 1000  CLOCK:  5284886117961438 SIZE:  1  CLOCK:  5284886117961870 SIZE:  2000  CLOCK:  5284886117962090
 SIZE: 1000  CLOCK:  5284886117978474 SIZE:  1  CLOCK:  5284886117978778 SIZE:  2000  CLOCK:  5284886117978998
