 SIZE: 1000  CLOCK:  5002621284378034 SIZE:  2  CLOCK:  5002621284378902 SIZE:  2000  CLOCK:  5002621284379098
 SIZE: 1000  CLOCK:  5002621284383262 SIZE:  4  CLOCK:  5002621284384194 SIZE:  2000  CLOCK:  5002621284384426
 SIZE: 1000  CLOCK:  5002621284406634 SIZE:  2  CLOCK:  5002621284407358 SIZE:  2000  CLOCK:  5002621284407542
 SIZE: 1000  CLOCK:  5002621284412550 SIZE:  1  CLOCK:  5002621284413022 SIZE:  2000  CLOCK:  5002621284413274
 SIZE: 1000  CLOCK:  5002621284417906 SIZE:  2  CLOCK:  5002621284418382 SIZE:  2000  CLOCK:  5002621284418566
 SIZE: 1000  CLOCK:  5002621284422566 SIZE:  3  CLOCK:  5002621284423006 SIZE:  2000  CLOCK:  5002621284423274
 SIZE: 1000  CLOCK:  5002621284446722 SIZE:  2  CLOCK:  5002621284447054 SIZE:  2000  CLOCK:  5002621284447294
 SIZE: 1000  CLOCK:  5002621284451318 SIZE:  3  CLOCK:  5002621284451990 SIZE:  2000  CLOCK:  5002621284452194
 SIZE: 1000  CLOCK:  5002621284455966 SIZE:  2  CLOCK:  5002621284456538 SIZE:  2000  CLOCK:  5002621284456718
 SIZE: 1000  CLOCK:  5002621284467430 SIZE:  2  CLOCK:  5002621284467766 SIZE:  2000  CLOCK:  5002621284467962
 SIZE: 1000  CLOCK:  5002621284487738 SIZE:  3  CLOCK:  5002621284489146 SIZE:  2000  CLOCK:  5002621284489382
 SIZE: 1000  CLOCK:  5002621284494346 SIZE:  3  CLOCK:  5002621284494810 SIZE:  2000  CLOCK:  5002621284495022
 SIZE: 1000  CLOCK:  5002621284508626 SIZE:  3  CLOCK:  5002621284509506 SIZE:  2000  CLOCK:  5002621284509710
 SIZE: 1000  CLOCK:  5002621284528666 SIZE:  2  CLOCK:  5002621284529362 SIZE:  2000  CLOCK:  5002621284529538
 SIZE: 1000  CLOCK:  5002621284533942 SIZE:  4  CLOCK:  5002621284534714 SIZE:  2000  CLOCK:  5002621284534970
 SIZE: 1000  CLOCK:  5002621284549310 SIZE:  2  CLOCK:  5002621284550126 SIZE:  2000  CLOCK:  5002621284550322
 SIZE: 1000  CLOCK:  5002621284562978 SIZE:  2  CLOCK:  5002621284563514 SIZE:  2000  CLOCK:  5002621284563718
 SIZE: 1000  CLOCK:  5002621284569562 SIZE:  1  CLOCK:  5002621284569994 SIZE:  2000  CLOCK:  5002621284570174
 SIZE: 1000  CLOCK:  5002621284573866 SIZE:  5  CLOCK:  5002621284574358 SIZE:  2000  CLOCK:  5002621284574674
 SIZE: 1000  CLOCK:  5002621284598198 SIZE:  2  CLOCK:  5002621284598814 SIZE:  2000  CLOCK:  5002621284599002
 SIZE: 1000  CLOCK:  5002621284604126 SIZE:  2  CLOCK:  5002621284604950 SIZE:  2000  CLOCK:  5002621284605130
 SIZE: 1000  CLOCK:  5002621284609286 SIZE:  1  CLOCK:  5002621284609750 SIZE:  2000  CLOCK:  5002621284609906
 SIZE: 1000  CLOCK:  5002621284613714 SIZE:  3  CLOCK:  5002621284614170 SIZE:  2000  CLOCK:  5002621284614378
 SIZE: 1000  CLOCK:  5002621284637926 SIZE:  2  CLOCK:  5002621284638526 SIZE:  2000  CLOCK:  5002621284638710
 SIZE: 1000  CLOCK:  5002621284642762 SIZE:  3  CLOCK:  5002621284643198 SIZE:  2000  CLOCK:  5002621284643406
 SIZE: 1000  CLOCK:  5002621284646946 SIZE:  3  CLOCK:  5002621284647910 SIZE:  2000  CLOCK:  5002621284648110
 SIZE: 1000  CLOCK:  5002621284672570 SIZE:  2  CLOCK:  5002621284673094 SIZE:  2000  CLOCK:  5002621284673290
 SIZE: 1000  CLOCK:  5002621284679302 SIZE:  2  CLOCK:  5002621284679698 SIZE:  2000  CLOCK:  5002621284679882
 SIZE: 1000  CLOCK:  5002621284684678 SIZE:  4  CLOCK:  5002621284685482 SIZE:  2000  CLOCK:  5002621284685750
