4342,1
4355,1
4361,1
4362,1
4378,4
4381,4
4384,2
4387,6
4388,3
4390,4
4391,1
4393,2
4394,4
4397,6
4400,12
4403,7
4406,10
4407,6
4409,1
4410,5
4412,1
4413,14
4416,7
4419,11
4420,1
4422,7
4423,5
4425,11
4426,13
4428,1
4429,17
4432,30
4435,16
4436,4
4438,19
4439,12
4441,10
4442,16
4444,10
4445,37
4448,27
4451,45
4452,9
4454,27
4455,15
4457,25
4458,24
4460,7
4461,21
4464,59
4467,40
4468,12
4470,40
4471,21
4473,24
4474,27
4476,19
4477,79
4480,55
4483,63
4484,13
4486,33
4487,29
4489,34
4490,55
4492,13
4493,50
4496,91
4499,58
4500,15
4502,70
4503,50
4505,24
4506,49
4508,22
4509,87
4512,91
4515,96
4516,24
4518,51
4519,38
4521,46
4522,78
4524,18
4525,63
4528,134
4531,69
4532,20
4534,69
4535,51
4537,27
4538,49
4540,31
4541,115
4544,103
4547,124
4548,23
4550,68
4551,41
4553,49
4554,79
4556,22
4557,75
4560,133
4563,63
4564,13
4566,85
4567,47
4569,35
4570,53
4572,24
4573,101
4576,83
4579,101
4580,24
4582,54
4583,31
4585,56
4586,64
4588,20
4589,68
4592,129
4595,74
4596,15
4598,81
4599,57
4601,32
4602,34
4604,18
4605,85
4608,92
4611,80
4612,20
4614,36
4615,28
4617,47
4618,46
4620,12
4621,63
4624,108
4627,68
4628,18
4630,46
4631,32
4633,27
4634,50
4636,24
4637,83
4640,63
4643,101
4644,21
4646,40
4647,30
4649,48
4650,42
4652,5
4653,62
4656,112
4659,53
4660,15
4662,49
4663,45
4665,35
4666,41
4668,24
4669,88
4672,72
4675,81
4676,19
4678,46
4679,22
4681,45
4682,56
4684,15
4685,68
4688,102
4691,64
4692,14
4694,63
4695,42
4697,32
4698,37
4700,14
4701,88
4704,79
4707,87
4708,13
4710,53
4711,36
4713,29
4714,62
4716,15
4717,57
4720,97
4723,56
4724,19
4726,54
4727,43
4729,25
4730,50
4732,28
4733,78
4736,97
4739,90
4740,21
4742,54
4743,29
4745,41
4746,73
4748,20
4749,56
4752,109
4755,82
4756,15
4758,84
4759,53
4761,39
4762,52
4764,24
4765,97
4768,91
4771,97
4772,33
4774,53
4775,37
4777,52
4778,56
4780,14
4781,77
4784,123
4787,63
4788,13
4790,69
4791,61
4793,37
4794,59
4796,16
4797,127
4800,101
4803,94
4804,30
4806,54
4807,35
4809,50
4810,88
4812,24
4813,87
4816,123
4819,56
4820,23
4822,85
4823,62
4825,46
4826,64
4828,28
4829,117
4832,103
4835,114
4836,32
4838,50
4839,45
4841,55
4842,91
4844,17
4845,93
4848,178
4851,79
4852,20
4854,80
4855,66
4857,45
4858,86
4860,34
4861,145
4864,106
4867,120
4868,30
4870,64
4871,31
4873,56
4874,98
4876,26
4877,72
4880,133
4883,96
4884,22
4886,99
4887,56
4889,49
4890,66
4892,29
4893,117
4896,111
4899,128
4900,37
4902,48
4903,40
4905,56
4906,86
4908,17
4909,69
4912,124
4915,77
4916,21
4918,86
4919,63
4921,42
4922,55
4924,35
4925,125
4928,115
4931,123
4932,25
4934,64
4935,36
4937,75
4938,92
4940,17
4941,73
4944,155
4947,77
4948,23
4950,76
4951,61
4953,46
4954,62
4956,27
4957,135
4960,134
4963,118
4964,33
4966,66
4967,50
4969,62
4970,94
4972,22
4973,90
4976,158
4979,88
4980,21
4982,90
4983,70
4985,54
4986,66
4988,30
4989,122
4992,126
4995,133
4996,26
4998,77
4999,46
5001,66
5002,108
5004,23
5005,86
5008,167
5011,87
5012,30
5014,94
5015,53
5017,41
5018,80
5020,25
5021,139
5024,141
5027,156
5028,31
5030,74
5031,60
5033,55
5034,119
5036,20
5037,106
5040,205
5043,97
5044,21
5046,106
5047,76
5049,52
5050,81
5052,47
5053,139
5056,134
5059,145
5060,41
5062,80
5063,52
5065,82
5066,108
5068,31
5069,97
5072,180
5075,101
5076,33
5078,113
5079,81
5081,51
5082,91
5084,51
5085,157
5088,141
5091,152
5092,40
5094,78
5095,46
5097,70
5098,108
5100,20
5101,103
5104,186
5107,110
5108,35
5110,103
5111,73
5113,50
5114,85
5116,59
5117,159
5120,146
5123,143
5124,40
5126,88
5127,48
5129,76
5130,122
5132,29
5133,105
5136,171
5139,114
5140,36
5142,116
5143,72
5145,58
5146,84
5148,59
5149,147
5152,138
5155,136
5156,43
5158,92
5159,51
5161,76
5162,128
5164,28
5165,123
5168,201
5171,123
5172,31
5174,102
5175,62
5177,68
5178,69
5180,38
5181,149
5184,129
5187,136
5188,43
5190,61
5191,47
5193,91
5194,101
5196,33
5197,127
5200,190
5203,126
5204,26
5206,111
5207,79
5209,51
5210,76
5212,46
5213,141
5216,133
5219,154
5220,41
5222,72
5223,58
5225,69
5226,117
5228,22
5229,94
5232,194
5235,104
5236,33
5238,110
5239,77
5241,68
5242,89
5244,34
5245,154
5248,143
5251,174
5252,36
5254,95
5255,55
5257,87
5258,119
5260,30
5261,125
5264,205
5267,117
5268,35
5270,137
5271,86
5273,53
5274,77
5276,43
5277,183
5280,164
5283,186
5284,41
5286,82
5287,71
5289,80
5290,121
5292,36
5293,123
5296,207
5299,109
5300,21
5302,153
5303,99
5305,49
5306,89
5308,45
5309,162
5312,141
5315,182
5316,46
5318,88
5319,69
5321,97
5322,142
5324,42
5325,118
5328,246
5331,133
5332,35
5334,139
5335,90
5337,56
5338,102
5340,41
5341,198
5344,188
5347,201
5348,54
5350,78
5351,67
5353,107
5354,146
5356,39
5357,135
5360,262
5363,127
5364,33
5366,144
5367,96
5369,69
5370,89
5372,51
5373,191
5376,180
5379,181
5380,63
5382,121
5383,67
5385,96
5386,157
5388,35
5389,139
5392,269
5395,148
5396,33
5398,143
5399,118
5401,61
5402,113
5404,43
5405,185
5408,150
5411,213
5412,46
5414,100
5415,65
5417,91
5418,154
5420,35
5421,125
5424,231
5427,139
5428,31
5430,135
5431,84
5433,61
5434,106
5436,44
5437,176
5440,152
5443,185
5444,49
5446,87
5447,57
5449,101
5450,142
5452,34
5453,138
5456,219
5459,118
5460,31
5462,152
5463,104
5465,53
5466,86
5468,37
5469,174
5472,162
5475,186
5476,43
5478,105
5479,58
5481,81
5482,136
5484,27
5485,131
5488,211
5491,106
5492,46
5494,124
5495,86
5497,70
5498,105
5500,45
5501,174
5504,134
5507,172
5508,37
5510,66
5511,59
5513,91
5514,128
5516,20
5517,125
5520,198
5523,112
5524,32
5526,110
5527,79
5529,53
5530,69
5532,39
5533,160
5536,138
5539,157
5540,40
5542,82
5543,55
5545,71
5546,112
5548,21
5549,82
5552,195
5555,106
5556,14
5558,119
5559,76
5561,48
5562,72
5564,26
5565,156
5568,144
5571,135
5572,37
5574,64
5575,50
5577,79
5578,118
5580,22
5581,81
5584,177
5587,82
5588,18
5590,104
5591,72
5593,44
5594,62
5596,41
5597,147
5600,108
5603,133
5604,39
5606,67
5607,46
5609,54
5610,107
5612,16
5613,74
5616,160
5619,79
5620,16
5622,93
5623,38
5625,51
5626,75
5628,24
5629,131
5632,104
5635,93
5636,30
5638,57
5639,43
5641,57
5642,76
5644,22
5645,87
5648,161
5651,81
5652,14
5654,89
5655,45
5657,27
5658,45
5660,26
5661,75
5664,81
5667,99
5668,24
5670,56
5671,28
5673,41
5674,73
5676,13
5677,68
5680,99
5683,71
5684,23
5686,73
5687,46
5689,24
5690,48
5692,22
5693,95
5696,78
5699,78
5700,24
5702,56
5703,36
5705,46
5706,62
5708,10
5709,57
5712,89
5715,50
5716,9
5718,57
5719,31
5721,37
5722,35
5724,24
5725,76
5728,58
5731,62
5732,16
5734,24
5735,15
5737,45
5738,44
5740,8
5741,41
5744,74
5747,31
5748,18
5750,34
5751,29
5753,25
5754,35
5756,16
5757,57
5760,58
5763,58
5764,10
5766,30
5767,31
5769,27
5770,55
5772,5
5773,33
5776,52
5779,40
5780,15
5782,30
5783,19
5785,16
5786,25
5788,10
5789,47
5792,41
5795,42
5796,11
5798,22
5799,9
5801,23
5802,39
5804,7
5805,32
5808,41
5811,19
5812,6
5814,27
5815,21
5817,9
5818,19
5820,9
5821,35
5824,30
5827,33
5828,7
5830,18
5831,12
5833,15
5834,25
5836,5
5837,16
5840,40
5843,9
5844,4
5846,26
5847,12
5849,8
5850,11
5852,7
5853,23
5856,19
5859,26
5860,3
5862,10
5863,8
5865,14
5866,14
5868,2
5869,13
5872,41
5875,14
5876,1
5878,17
5879,11
5881,10
5882,7
5884,4
5885,14
5888,17
5891,17
5892,5
5894,5
5895,7
5897,8
5898,11
5901,13
5904,12
5907,9
5908,2
5910,12
5911,2
5913,4
5914,6
5916,2
5917,9
5920,9
5923,13
5924,1
5926,7
5927,3
5929,5
5930,10
5932,1
5933,10
5936,16
5939,6
5940,1
5942,10
5943,3
5945,3
5946,4
5948,4
5949,15
5952,14
5955,6
5956,7
5958,6
5959,2
5961,5
5962,6
5964,1
5965,9
5968,7
5971,9
5974,7
5975,2
5977,3
5978,3
5980,1
5981,4
5984,5
5987,2
5988,4
5990,2
5991,3
5993,7
5994,5
5996,1
5997,4
6000,9
6003,6
6004,2
6006,3
6007,2
6009,4
6012,1
6013,4
6016,5
6019,6
6020,1
6022,3
6023,2
6026,3
6028,1
6029,1
6032,12
6035,4
6036,2
6038,5
6039,5
6041,2
6042,3
6044,1
6045,8
6048,3
6051,5
6054,4
6055,3
6057,2
6058,5
6060,1
6061,2
6064,6
6067,7
6068,2
6070,4
6071,2
6076,2
6077,6
6080,3
6083,4
6086,2
6089,1
6090,1
6093,4
6096,10
6099,2
6100,1
6102,1
6103,2
6105,2
6106,2
6108,1
6109,4
6112,4
6115,5
6116,1
6118,1
6121,2
6122,2
6124,1
6125,3
6128,4
6131,1
6134,3
6135,4
6137,2
6138,2
6140,2
6141,1
6144,1
6147,1
6150,3
6151,2
6153,4
6154,4
6156,3
6160,3
6163,2
6166,4
6169,3
6173,2
6179,2
6180,1
6182,2
6185,1
6186,1
6189,2
6192,3
6195,1
6199,1
6201,1
6202,1
6204,4
6205,1
6208,1
6211,2
6212,1
6215,1
6218,1
6221,2
6224,1
6227,2
6230,1
6231,1
6234,2
6236,3
6237,5
6240,1
6243,1
6244,2
6246,2
6250,1
6252,2
6256,3
6259,2
6260,1
6262,2
6263,1
6265,1
6268,2
6269,4
6272,4
6275,1
6278,1
6279,1
6281,1
6282,2
6284,1
6285,2
6288,4
6291,1
6294,2
6295,1
6297,1
6300,2
6301,1
6304,2
6307,1
6308,1
6311,1
6314,2
6326,1
6327,1
6330,1
6333,5
6336,3
6339,1
6340,1
6342,2
6343,2
6346,3
6349,4
6352,2
6358,3
6359,1
6365,2
6368,1
6371,1
6374,1
6381,1
6384,3
6387,2
6390,4
6393,1
6394,1
6396,1
6397,1
6400,4
6403,3
6404,1
6406,3
6407,1
6410,2
6412,1
6413,2
6416,2
6419,2
6423,1
6425,2
6426,1
6432,1
6435,3
6438,2
6439,2
6441,1
6442,1
6445,1
6448,1
6451,1
6454,1
6458,2
6460,2
6461,3
6464,1
6467,1
6468,1
6470,1
6471,1
6473,1
6474,4
6480,2
6483,1
6486,1
6487,3
6490,1
6493,1
6496,1
6499,1
6502,1
6505,2
6506,1
6508,1
6509,1
6512,2
6519,2
6521,1
6522,4
6525,3
6534,1
6537,2
6540,1
6541,1
6544,2
6547,1
6548,1
6550,3
6551,1
6553,1
6554,1
6557,2
6560,1
6566,1
6569,1
6570,2
6572,1
6576,6
6579,3
6582,1
6585,1
6588,1
6589,3
6602,2
6605,1
6608,3
6611,1
6614,1
6618,1
6620,2
6621,3
6624,1
6630,1
6634,2
6637,1
6643,1
6647,1
6656,4
6662,2
6666,1
6669,3
6672,2
6682,1
6685,1
6691,3
6692,1
6697,1
6698,2
6701,1
6704,2
6707,1
6711,1
6714,2
6717,1
6720,1
6723,4
6729,1
6730,1
6740,1
6749,1
6755,1
6758,1
6774,1
6781,1
6784,2
6788,1
6793,1
6794,1
6803,2
6806,1
6810,1
6813,1
6822,1
6832,1
6841,1
6848,3
6851,1
6858,1
6864,1
6867,1
6870,1
6871,1
6874,1
6880,1
6883,1
6889,2
6903,1
6905,1
6915,1
6916,1
6925,1
6932,1
6935,1
6940,1
6947,1
6956,1
6960,1
6972,1
6979,1
6989,2
6995,2
6999,1
7001,1
7002,1
7011,1
7018,1
7020,1
7021,1
7024,1
7049,1
7063,2
7069,1
7072,1
7101,1
7107,1
7110,1
7113,1
7123,1
7127,1
7130,1
7149,1
7155,3
7178,1
7194,1
7196,1
7213,1
7241,1
7280,1
7287,1
7299,1
7309,1
7322,2
7347,1
7354,1
7357,1
7367,1
7373,1
7389,1
7414,1
7424,1
7446,1
7527,1
7549,1
7561,1
7591,1
7612,1
7626,1
7636,1
7639,1
7645,1
7667,1
7718,1
7722,1
7782,1
7786,1
7801,1
7817,1
7987,1
8003,1
8057,1
8080,1
8096,1
8100,1
8150,1
8160,1
8246,1
8265,1
8304,1
8311,1
8316,1
8327,1
8358,1
8413,2
8464,1
8473,1
8500,1
8522,1
8573,1
8586,1
8624,1
8656,1
8736,1
8864,1
8893,1
8941,1
9002,1
9040,1
9062,1
9091,1
9095,1
9101,2
9136,1
9158,1
9178,1
9209,1
9222,1
9364,1
9450,1
9456,1
9546,1
9552,1
9658,1
9747,1
9840,1
9917,1
9974,1
10028,1
10041,1
10051,1
10115,1
10154,1
10176,1
10404,1
10768,1
10845,1
12224,1
12566,1
13123,1
13532,1
14371,1
14771,1
15849,1
20793,1
21485,1
78298,1
97040,1
100371,1
113085,1
127802,1
149296,1
153642,1
176240,1
195635,1
239956,1
244630,1
259709,1
260790,1
274969,1
324816,1
333638,1
358858,1
364022,1
371466,1
378877,1
383053,1
406032,1
425248,1
475382,1
608205,1
