 SIZE: 1000  CLOCK:  5259439185203006 SIZE:  22  CLOCK:  5259439185204538 SIZE:  2000  CLOCK:  5259439185205146
 SIZE: 1000  CLOCK:  5259439185222418 SIZE:  22  CLOCK:  5259439185223786 SIZE:  2000  CLOCK:  5259439185224410
 SIZE: 1000  CLOCK:  5259439185241186 SIZE:  18  CLOCK:  5259439185242594 SIZE:  2000  CLOCK:  5259439185243270
 SIZE: 1000  CLOCK:  5259439185259970 SIZE:  24  CLOCK:  5259439185261382 SIZE:  2000  CLOCK:  5259439185262102
 SIZE: 1000  CLOCK:  5259439185280210 SIZE:  21  CLOCK:  5259439185281662 SIZE:  2000  CLOCK:  5259439185282410
 SIZE: 1000  CLOCK:  5259439185299730 SIZE:  24  CLOCK:  5259439185301962 SIZE:  2000  CLOCK:  5259439185302678
 SIZE: 1000  CLOCK:  5259439185320850 SIZE:  7  CLOCK:  5259439185321562 SIZE:  2000  CLOCK:  5259439185322078
 SIZE: 1000  CLOCK:  5259439185333758 SIZE:  27  CLOCK:  5259439185335694 SIZE:  2000  CLOCK:  5259439185336462
 SIZE: 1000  CLOCK:  5259439185355874 SIZE:  23  CLOCK:  5259439185357450 SIZE:  2000  CLOCK:  5259439185358114
 SIZE: 1000  CLOCK:  5259439185376134 SIZE:  25  CLOCK:  5259439185378102 SIZE:  2000  CLOCK:  5259439185378870
 SIZE: 1000  CLOCK:  5259439185398034 SIZE:  22  CLOCK:  5259439185399554 SIZE:  2000  CLOCK:  5259439185400194
 SIZE: 1000  CLOCK:  5259439185418434 SIZE:  23  CLOCK:  5259439185419626 SIZE:  2000  CLOCK:  5259439185420354
 SIZE: 1000  CLOCK:  5259439185438694 SIZE:  21  CLOCK:  5259439185439846 SIZE:  2000  CLOCK:  5259439185440478
 SIZE: 1000  CLOCK:  5259439185457082 SIZE:  23  CLOCK:  5259439185458734 SIZE:  2000  CLOCK:  5259439185459478
 SIZE: 1000  CLOCK:  5259439185478306 SIZE:  21  CLOCK:  5259439185479738 SIZE:  2000  CLOCK:  5259439185480582
 SIZE: 1000  CLOCK:  5259439185497906 SIZE:  22  CLOCK:  5259439185499354 SIZE:  2000  CLOCK:  5259439185500114
