4828,1
4841,1
4845,1
4848,2
4855,1
4861,3
4864,1
4867,1
4870,1
4874,1
4880,5
4883,1
4886,5
4887,4
4889,3
4890,2
4892,2
4893,11
4896,5
4899,18
4900,3
4902,2
4905,12
4906,17
4908,1
4909,5
4912,23
4915,5
4916,3
4918,25
4919,9
4921,4
4922,11
4924,6
4925,23
4928,10
4931,43
4932,6
4934,12
4935,11
4937,31
4938,50
4940,4
4941,17
4944,64
4947,22
4948,7
4950,33
4951,23
4953,11
4954,22
4956,17
4957,65
4960,24
4963,96
4964,20
4966,30
4967,21
4969,48
4970,71
4972,14
4973,33
4976,159
4979,40
4980,5
4982,94
4983,68
4985,28
4986,50
4988,45
4989,162
4992,96
4995,209
4996,61
4998,55
4999,34
5001,90
5002,162
5004,31
5005,72
5008,254
5011,84
5012,20
5014,190
5015,138
5017,43
5018,69
5020,93
5021,274
5024,140
5027,325
5028,86
5030,85
5031,40
5033,183
5034,258
5036,31
5037,143
5040,484
5043,154
5044,46
5046,281
5047,195
5049,84
5050,130
5052,107
5053,392
5056,204
5059,412
5060,112
5062,101
5063,77
5065,217
5066,361
5068,38
5069,179
5072,632
5075,188
5076,39
5078,390
5079,274
5081,112
5082,137
5084,135
5085,573
5088,239
5091,509
5092,126
5094,133
5095,103
5097,247
5098,419
5100,52
5101,206
5104,670
5107,201
5108,46
5110,450
5111,288
5113,91
5114,158
5116,157
5117,601
5120,252
5123,637
5124,176
5126,176
5127,108
5129,288
5130,463
5132,47
5133,208
5136,722
5139,204
5140,39
5142,424
5143,283
5145,116
5146,169
5148,151
5149,582
5152,295
5155,632
5156,155
5158,156
5159,92
5161,279
5162,447
5164,38
5165,206
5168,708
5171,186
5172,37
5174,350
5175,270
5177,77
5178,141
5180,137
5181,453
5184,223
5187,454
5188,134
5190,122
5191,92
5193,222
5194,364
5196,41
5197,163
5200,556
5203,180
5204,43
5206,299
5207,197
5209,72
5210,121
5212,90
5213,365
5216,171
5219,343
5220,91
5222,75
5223,63
5225,158
5226,244
5228,36
5229,125
5232,375
5235,127
5236,24
5238,214
5239,165
5241,50
5242,80
5244,74
5245,278
5248,120
5251,270
5252,56
5254,65
5255,38
5257,88
5258,155
5260,20
5261,82
5264,241
5267,51
5268,29
5270,159
5271,99
5273,29
5274,38
5276,38
5277,158
5280,85
5283,168
5284,35
5286,45
5287,25
5289,59
5290,115
5292,14
5293,48
5296,162
5299,50
5300,12
5302,91
5303,62
5305,32
5306,39
5308,27
5309,109
5312,47
5315,122
5316,33
5318,19
5319,22
5321,56
5322,69
5324,6
5325,26
5328,101
5331,31
5332,10
5334,56
5335,30
5337,9
5338,17
5340,20
5341,76
5344,35
5347,61
5348,12
5350,17
5351,5
5353,28
5354,67
5356,3
5357,26
5360,79
5363,23
5364,6
5366,41
5367,32
5369,19
5370,18
5372,12
5373,63
5376,30
5379,55
5380,19
5382,18
5383,9
5385,31
5386,44
5388,2
5389,19
5392,72
5395,15
5396,7
5398,40
5399,22
5401,14
5402,15
5404,8
5405,48
5408,20
5411,41
5412,14
5414,9
5415,10
5417,14
5418,27
5420,5
5421,13
5424,64
5427,20
5428,5
5430,34
5431,21
5433,9
5434,10
5436,11
5437,41
5440,20
5443,42
5444,10
5446,10
5447,6
5449,23
5450,36
5452,2
5453,8
5456,59
5459,15
5460,4
5462,29
5463,23
5465,8
5466,13
5468,10
5469,47
5472,13
5475,34
5476,7
5478,8
5479,12
5481,18
5482,29
5484,4
5485,14
5488,44
5491,16
5492,1
5494,35
5495,23
5497,9
5498,11
5500,10
5501,45
5504,25
5507,49
5508,9
5510,6
5511,2
5513,13
5514,34
5516,2
5517,15
5520,60
5523,12
5524,2
5526,45
5527,25
5529,8
5530,10
5532,9
5533,37
5536,12
5539,33
5540,16
5542,5
5543,12
5545,32
5546,28
5548,3
5549,20
5552,59
5555,11
5556,2
5558,46
5559,21
5561,3
5562,10
5564,14
5565,57
5568,16
5571,49
5572,16
5574,10
5575,5
5577,22
5578,46
5580,3
5581,15
5584,70
5587,21
5588,3
5590,25
5591,23
5593,6
5594,7
5596,9
5597,50
5600,14
5603,50
5604,12
5606,8
5607,11
5609,26
5610,43
5612,1
5613,11
5616,55
5619,13
5620,4
5622,48
5623,19
5625,11
5626,10
5628,10
5629,53
5632,22
5635,50
5636,16
5638,12
5639,13
5641,24
5642,35
5644,5
5645,16
5648,65
5651,13
5652,4
5654,37
5655,35
5657,11
5658,15
5660,14
5661,54
5664,18
5667,48
5668,10
5670,18
5671,9
5673,18
5674,45
5676,3
5677,23
5680,70
5683,16
5684,6
5686,46
5687,30
5689,7
5690,13
5692,16
5693,63
5696,26
5699,52
5700,16
5702,11
5703,5
5705,28
5706,43
5708,1
5709,17
5712,69
5715,14
5716,7
5718,48
5719,26
5721,6
5722,10
5724,12
5725,53
5728,18
5731,53
5732,13
5734,14
5735,10
5737,27
5738,34
5740,4
5741,11
5744,72
5747,21
5748,3
5750,32
5751,27
5753,8
5754,16
5756,16
5757,65
5760,24
5763,55
5764,17
5766,13
5767,8
5769,30
5770,38
5772,6
5773,9
5776,65
5779,21
5780,6
5782,49
5783,19
5785,7
5786,16
5788,9
5789,57
5792,27
5795,49
5796,17
5798,5
5799,8
5801,29
5802,44
5804,3
5805,20
5808,66
5811,14
5812,7
5814,43
5815,25
5817,14
5818,14
5820,14
5821,47
5824,18
5827,62
5828,16
5830,15
5831,5
5833,29
5834,32
5836,5
5837,17
5840,76
5843,16
5844,4
5846,40
5847,22
5849,7
5850,18
5852,19
5853,66
5856,19
5859,59
5860,11
5862,13
5863,6
5865,33
5866,39
5868,2
5869,11
5872,47
5875,19
5876,6
5878,45
5879,34
5881,5
5882,11
5884,13
5885,57
5888,21
5891,72
5892,14
5894,17
5895,12
5897,40
5898,40
5900,3
5901,15
5904,72
5907,22
5908,5
5910,43
5911,34
5913,3
5914,18
5916,12
5917,55
5920,25
5923,82
5924,12
5926,7
5927,7
5929,30
5930,33
5932,3
5933,22
5936,70
5939,17
5940,10
5942,48
5943,37
5945,9
5946,13
5948,14
5949,41
5952,26
5955,69
5956,13
5958,8
5959,12
5961,24
5962,38
5964,8
5965,11
5968,70
5971,16
5972,2
5974,42
5975,30
5977,7
5978,16
5980,16
5981,49
5984,18
5987,68
5988,13
5990,12
5991,15
5993,23
5994,37
5996,3
5997,15
6000,71
6003,18
6004,6
6006,34
6007,29
6009,12
6010,18
6012,15
6013,58
6016,27
6019,56
6020,14
6022,24
6023,7
6025,27
6026,44
6028,5
6029,16
6032,75
6035,17
6036,8
6038,39
6039,21
6041,6
6042,13
6044,10
6045,53
6048,17
6051,50
6052,16
6054,7
6055,7
6057,19
6058,38
6060,3
6061,21
6064,67
6067,16
6068,3
6070,47
6071,36
6073,11
6074,22
6076,10
6077,63
6080,20
6083,48
6084,13
6086,16
6087,6
6089,25
6090,34
6092,5
6093,26
